name,abbreviation,staff_tests,staff_tests_with_multiples,weekly_staff_cases,total_staff_cases,weekly_staff_recovered,staff_recovered,weekly_staff_deaths,total_staff_deaths,weekly_prisoner_tests,prisoner_tests,prisoner_tests_with_multiples,weekly_prisoner_cases,total_prisoner_cases,weekly_prisoners_recovered,prisoners_recovered,total_prisoner_deaths,as_of_date,notes
Oregon,OR,,,,21,,,,0,,,243,,44,,,0,5/6/20,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
Pennsylvania,PA,411,,,127,,,,0,,325,,,141,,,3,5/6/20,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
Rhode Island,RI,200,,,11,,,,0,,110,,,,,,0,5/6/20,"In early July, Rhode Island began releasing information on ""presumed positive"" cases which we are not including in these numbers and prompted us to revise our counts. For earlier weeks, we are reexamining the figures to try to remove the ""presumed"" cases from the counts and are withholding those figures for now."
South Carolina,SC,,,,56,,,,1,,,,,42,,,2,5/6/20,
South Dakota,SD,46,,,3,,,,0,,82,,,2,,,0,5/6/20,South Dakota initially reported 4 self-reported positives among staff on this day and later changed it to 3.
Tennessee,TN,,,,55,,,,0,,,5962,,1959,,,1,5/5/20,"Since testing everyone in all of their prisons, Tennessee has said it is releasing the total number of tests conducted and positive cases, and not the number of individuals. One prisoner could have tested positive more than once in this sum."
Texas,TX,,2379,,504,,,,5,,,2134,,1336,,,23,5/6/20,Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
Utah,UT,,,,4,,,,0,,,101,,10,,,0,5/6/20,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
Vermont,VT,154,,,19,,,,0,,,384,,45,,,0,5/6/20,"Prisoner tests total may include multiple tests of the same prisoners, so we've moved this figure into the Prisoner_tests_with_multiples column"
Virginia,VA,,,,65,,,,0,,,,,580,,,3,5/6/20,
Washington,WA,,,,35,,,,0,,350,,,24,,,0,5/6/20,
West Virginia,WV,,,,1,,,,0,,34,,,0,,,0,5/6/20,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
Wisconsin,WI,,,,23,,,,0,,155,,,20,,,0,5/6/20,
Wyoming,WY,12,,,1,,,,0,,19,,,0,,,0,5/8/20,
Federal,US,,,,514,,,,0,,,,,2701,,,42,5/6/20,
Alabama,AL,,,,13,,,,0,,78,,,4,,,1,4/28/20,
Alaska,AK,,,,,,,,0,,211,,,1,,,0,4/29/20,Deaths backfilled from 5/6 update
Arizona,AZ,,,,,,,,0,,210,,,50,,,2,4/29/20,"Inmate deaths come from medical examiner, per several news stories. ADC will not confirm. Staff deaths backfilled from 5/6 update."
Arkansas,AR,,647,,95,,,,0,,,1855,,923,,,0,4/28/20,27 inmate tests with results pending and 25 for staff. The number of tests conducted may include multiple tests for a single prisoner or staff member. It does not represent the unique number of prisoners or staff people tested. So we've moved these figures into the Prisoner_tests_with_multiples and Staff_tests_with_multiples columns.
California,CA,,,1175,11706,612,7732,0,11,159,115673,,3532,38398,5695,29809,120,12/29/20,Vaccines have begun to be distributed but California's Correctional Health Care Services has not released specific numbers of people vaccinated thus far. The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
Colorado,CO,,,,18,,,,0,,518,,,256,,,0,4/30/20,479 tests and 247 cases at Sterling facility due to mass testing. The jump from last week is because of mass testing at Sterling.
Connecticut,CT,,,,326,,,,0,,,,,417,,,3,4/29/20,Staff deaths backfilled from 5/6 update.
,,,,,,,,,,,,,,,,,,,
Florida,FL,,,,143,,,,0,,447,,,202,,,5,4/29/20,
Georgia,GA,,,,86,,,,1,,,,,228,,,8,4/29/20,
Hawaii,HI,,,,0,,,,0,,16,,,0,,,0,4/29/20,
Idaho,ID,62,,,4,,,,0,,34,,,0,,,0,4/29/20,Another 6 tested in Texas.
Illinois,IL,,,,149,,,,0,,,,,155,,,10,4/29/20,
Indiana,IN,,,,143,,,,2,,,,,334,,,7,4/29/20,Staff cases were later revised to exclude three juvenile facilities administered by the corrections department.
Iowa,IA,,,,5,,,,0,,277,,,15,,,0,4/29/20,
Kansas,KS,,,,78,,,,0,,,,,81,,,2,4/29/20,Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
Kentucky,KY,,,,30,,,,0,,,,,47,,,2,4/29/20,
Louisiana,LA,,,,104,,,,3,,,,,273,,,3,4/29/20,
Maine,ME,,,,1,,,,0,,23,,,0,,,0,4/29/20,23 inmate tests includes 22 adults and 1 juvenile (same as last week) / 1 positive staff member was a contractor from Wellpath and has since recovered and returned to work.
Maryland,MD,,,,174,,,,0,,,,,52,,,2,4/29/20,
Massachusetts,MA,,,,110,,,,0,,747,,,183,,,7,4/26/20,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
Michigan,MI,,,,268,,,,2,,3117,,,1412,,,41,4/29/20,
Minnesota,MN,,,,39,,,,0,,334,,,79,,,0,4/29/20,
Mississippi,MS,,,,4,,,,0,,27,,,4,,,1,4/27/20,Staff deaths backfilled from 5/6 update.
Missouri,MO,,,,13,,,,0,,185,,,30,,,1,4/29/20,"6 (prison staff), 7 (non prison staff)"
Montana,MT,,,,262,,,,0,,,,,1124,,,6,12/30/20,
Nebraska,NE,,,,3,,,,0,,,,,0,,,0,4/28/20,Based on news accounts.
Nevada,NV,,,,9,,,,0,,39,,,0,,,0,4/29/20,
New Hampshire,NH,,,,11,,,,0,,10,,,0,,,0,4/29/20,
New Jersey,NJ,,,,518,,,,2,,196,,,153,,,29,4/29/20,Staff deaths based on media reports.
New Mexico,NM,32,,,1,,,,0,,8,,,0,,,0,4/30/20,
New York,NY,,,,1045,,,,2,,553,,,370,,,10,4/29/20,Plus another 45 parolees infected and 4 killed.
North Carolina,NC,250,,,29,,,,0,,1143,,,596,,,2,4/29/20,Staff numbers are for Neuse prison only
North Dakota,ND,,,,2,,,,0,,17,18,,0,,,0,4/27/20,"Staff deaths backfilled from 5/6 update. In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly. The prisoner test numbers are from 4/28/20."
Ohio,OH,,,,419,,,,2,,5676,,,3890,,,28,4/29/20,Ohio later revised its numbers of COVID-related deaths.
Oklahoma,OK,,,,9,,,,0,,,702,,2,,,0,4/28/20,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
Oregon,OR,,,,15,,,,0,,,117,,21,,,0,4/29/20,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
Pennsylvania,PA,336,,,90,,,,0,,143,,,45,,,3,4/29/20,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
Rhode Island,RI,77,,,10,,,,0,,108,,,3,,,0,4/30/20,"1(former inmate tested during quarantine) 2(new commitments, one is no longer with us. The other is still in our custody)"
South Carolina,SC,,,,45,,,,1,,,,,15,,,0,4/28/20,
South Dakota,SD,36,,,2,,,,0,,74,,,2,,,0,4/29/20,
Tennessee,TN,,,,,,,,0,,,3834,,759,,,0,4/29/20,"Staff deaths backfilled from 5/6 update. Since testing everyone in all of their prisons, Tennessee has said it is releasing the total number of tests conducted and positive cases, and not the number of individuals. One prisoner could have tested positive more than once in this sum."
Texas,TX,,1795,,381,,,,5,,,1697,,1050,,,12,4/29/20,Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
Utah,UT,,,,2,,,,0,,,95,,10,,,0,4/29/20,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
Vermont,VT,,,,18,,,,0,,,378,,38,,,0,4/29/20,"Prisoner tests total may include multiple tests of the same prisoners, so we've moved this figure into the Prisoner_tests_with_multiples column"
Virginia,VA,,,,65,,,,0,,,,,479,,,3,4/29/20,
Washington,WA,,,,32,,,,0,,323,,,18,,,0,4/29/20,
West Virginia,WV,,,,1,,,,0,,30,,,0,,,0,4/29/20,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
Wisconsin,WI,,,,18,,,,0,,137,,,18,,,0,4/29/20,
Wyoming,WY,10,,,1,,,,0,,15,,,0,,,0,4/29/20,
Federal,US,,,,475,,,,0,,,,,1979,,,31,4/29/20,
Alabama,AL,,,,8,,,,0,,63,,,4,,,1,4/21/20,
Alaska,AK,,,,8,,,,0,,57,,,0,,,0,4/22/20,
Arizona,AZ,,,,,,,,0,,172,,,35,,,,4/22/20,Staff deaths backfilled from 5/6 update.
Arkansas,AR,,,,25,,,,0,,,1124,,731,,,0,4/21/20,"Includes current positive cases, but not all patients who have recovered. They tested all inmates and staff at three facilities with known outbreaks/exposure. The number of tests conducted may include multiple tests for a single prisoner or staff member. It does not represent the unique number of prisoners or staff people tested. So we've moved these figures into the Prisoner_tests_with_multiples column."
California,CA,,,1287,12993,1230,8962,0,11,53,115726,,3164,41562,3975,33784,139,1/5/21,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
Colorado,CO,,,,9,,,,0,,36,,,9,,,0,4/21/20,
Connecticut,CT,,,,244,,,,0,,,,,321,,,1,4/22/20,
,,,,,,,,,,,,,,,,,,,
Florida,FL,,,,102,,,,0,,387,,,136,,,4,4/22/20,
Georgia,GA,,,,77,,,,1,,,,,155,,,4,4/22/20,
Hawaii,HI,,,,0,,,,0,,14,,,0,,,0,4/22/20,
Idaho,ID,51,,,3,,,,0,,27,,,0,,,0,4/21/20,
Illinois,IL,,,,139,,,,0,,,,,148,,,10,4/22/20,
Indiana,IN,,,,87,,,,0,,,,,238,,,3,4/22/20,Staff cases were later revised to exclude three juvenile facilities administered by the corrections department.
Iowa,IA,,,,3,,,,0,,182,,,12,,,0,4/22/20,
Kansas,KS,,,,61,,,,0,,,,,52,,,0,4/22/20,
Kentucky,KY,,,,15,,,,0,,,,,19,,,1,4/22/20,
Louisiana,LA,,,,78,,,,3,,,,,120,,,2,4/22/20,
Maine,ME,,,,1,,,,0,,17,,,0,,,0,4/22/20,
Maryland,MD,,,,135,,,,0,,,,,45,,,1,4/22/20,COs are 127 only.
Massachusetts,MA,,,,67,,,,0,,296,,,117,,,7,4/19/20,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
Michigan,MI,,,,230,,,,2,,1089,,,717,,,25,4/22/20,
Minnesota,MN,,,,,,,,0,,183,,,29,,,0,4/22/20,
Mississippi,MS,,,,3,,,,0,,20,,,4,,,1,4/17/20,relying on news reports. this one was published 4/17: https://www.clarionledger.com/story/news/2020/04/17/more-mississippi-inmates-tested-positive-covid-19/5151359002/ There were 3 staff cases as of 4/15. Staff deaths backfilled from 5/6 update.
Missouri,MO,,,,13,,,,0,,66,,,4,,,1,4/22/20,"6 prison staff, 7 non prison staff"
Montana,MT,,,,262,,,,0,,,,,1124,,,6,1/5/21,
Nebraska,NE,,,,1,,,,0,,,,,0,,,0,4/20/20,
Nevada,NV,,,,7,,,,0,,,,,0,,,0,4/22/20,
New Hampshire,NH,,,,11,,,,0,,7,,,0,,,0,4/22/20,
New Jersey,NJ,,,,427,,,,2,,128,,,101,,,16,4/22/20,92 at prisons plus another 9 at halfway houses
New Mexico,NM,7,,,0,,,,0,,5,,,0,,,0,4/22/20,
New York,NY,,,,844,,,,2,,391,,,239,,,6,4/22/20,Another 35 parolee cases and 4 deaths
North Carolina,NC,,,,,,,,0,,723,,,507,,,1,4/22/20,"Prisoner test numbers are low. We were able to get health department figures for Neuse, one hotspot, instead of DOC figures for that facility."
North Dakota,ND,,,,2,,,,0,,10,11,,0,,,0,4/22/20,"Only conducted resident tests so far, staff tested at the clinic. In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly. The prisoner test numbers are from 4/21/20."
Ohio,OH,,,,331,,,,1,,5196,,,3792,,,13,4/22/20,These tests are only completed. They aren't reporting total tested or pending results yet. Ohio later revised its numbers of covid related deaths.
Oklahoma,OK,,,,9,,,,0,,,458,,1,,,0,4/21/20,Staff numbers are self-reported. The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
Oregon,OR,,,,10,,,,0,,,,,7,,,0,4/22/20,
Pennsylvania,PA,210,,,54,,,,0,,95,,,28,,,1,4/22/20,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
Rhode Island,RI,,,,6,,,,0,,103,,,1,,,0,4/22/20,the 1 case is someone awaiting trial. This is a joint system
South Carolina,SC,,,,36,,,,1,,,,,2,,,0,4/22/20,
South Dakota,SD,,,,,,,,0,,,,,2,,,0,4/23/20,Staff deaths backfilled from 4/29 update.
Tennessee,TN,,,,35,,,,0,,,3239,,211,,,0,4/22/20,"Prisoner test numbers are total number of tests conducted, not individuals tested."
Texas,TX,,1299,,252,,,,2,,,1053,,594,,,5,4/22/20,Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
Utah,UT,,,,2,,,,0,,,79,,10,,,0,4/22/20,All 10 cases (and 66 tests) are in halfway houses. The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
Vermont,VT,,,,18,,,,0,,,221,,38,,,0,4/22/20,Prisoner tests total may included multiple tests of the same prisoners. So we've moved these figures into the Prisoner_tests_with_multiples column. 27 inmate tests with results pending and 25 for staff.
Virginia,VA,,,,57,,,,0,,,,,236,,,1,4/22/20,
Washington,WA,,,,24,,,,0,,303,,,13,,,0,4/22/20,Deaths backfilled from 4/29 update.
West Virginia,WV,,,,,,,,0,,,,,0,,,0,4/22/20,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
Wisconsin,WI,,,,16,,,,0,,117,,,13,,,0,4/22/20,
Wyoming,WY,10,,,1,,,,0,,14,,,0,,,0,4/22/20,
Federal,US,,,,394,,,,0,,,,,838,,,24,4/22/20,Total cases now include recovered patients. 2 staff deaths have been reported in media but not confirmed by BOP
Alabama,AL,,,,6,,,,0,,50,,,0,,,0,4/13/20,
Alaska,AK,,,,7,,,,0,,32,,,0,,,0,4/15/20,
Arizona,AZ,,,,,,,,0,,91,,,17,,,,4/15/20,Staff deaths backfilled from 5/6 update.
Arkansas,AR,,,,35,,,,0,,,,,61,,,0,4/14/20,"Includes current positive cases, but not all patients who have recovered."
California,CA,,,964,13957,2349,11311,2,13,132,115858,,2517,44079,4244,38028,162,1/12/21,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
Colorado,CO,,,,8,,,,0,,27,,,3,,,0,4/15/20,
Connecticut,CT,,,,139,,,,0,,,,,199,,,1,4/15/20,
,,,,,,,,,,,,,,,,,,,
Florida,FL,,,,58,,,,0,,292,,,42,,,2,4/15/20,Staff deaths backfilled from 4/22 update.
Georgia,GA,,,,66,,,,1,,,,,67,,,3,4/15/20,"For most weeks prior to Sept. 15, the prisoner cases and recoveries for Georgia inadvertently counted some cases in private prisons and county facilities twice. These figures have been corrected throughout."
Hawaii,HI,,,,0,,,,0,,5,,,0,,,0,4/15/20,
Idaho,ID,41,,,2,,,,0,,24,,,0,,,0,4/15/20,"Does not include 6 tested in Texas, 0 positive"
Illinois,IL,,,,124,,,,0,,,,,146,,,8,4/16/20,
Indiana,IN,,,,46,,,,0,,,,,34,,,1,4/15/20,Staff cases were later revised to exclude three juvenile facilities administered by the corrections department.
Iowa,IA,,,,1,,,,0,,59,,,0,,,0,4/15/20,
Kansas,KS,,,,24,,,,0,,,,,21,,,0,4/15/20,
Kentucky,KY,81,,,13,,,,0,,44,,,18,,,0,4/15/20,"Three prisoners have died in the past two weeks, but Kentucky didn't test them."
Louisiana,LA,,,,55,,,,1,,,,,65,,,0,4/15/20,
